Year,Period,Site,Plot,Region,Month,Day,Date,n_throw,nplot,snail,presence,length
1999,1,7,B,SRS,2,1,1999-02-01,7,271,21,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,22,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,23,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,24,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,25,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,26,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,27,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,28,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,29,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,30,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,31,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,32,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,33,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,34,0,NA
1999,1,7,B,SRS,2,1,1999-02-01,7,271,35,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,1,1,35.01
1999,1,7,C,SRS,2,1,1999-02-01,7,272,2,1,30.77
1999,1,7,C,SRS,2,1,1999-02-01,7,272,3,1,33.9
1999,1,7,C,SRS,2,1,1999-02-01,7,272,4,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,5,1,44.17
1999,1,7,C,SRS,2,1,1999-02-01,7,272,6,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,7,1,37.49
1999,1,7,C,SRS,2,1,1999-02-01,7,272,8,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,9,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,10,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,11,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,12,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,13,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,14,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,15,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,16,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,17,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,18,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,19,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,20,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,21,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,22,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,23,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,24,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,25,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,26,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,27,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,28,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,29,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,30,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,31,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,32,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,33,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,34,0,NA
1999,1,7,C,SRS,2,1,1999-02-01,7,272,35,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,1,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,2,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,3,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,4,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,5,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,6,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,7,1,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,8,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,9,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,10,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,11,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,12,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,13,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,14,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,15,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,16,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,17,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,18,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,19,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,20,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,21,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,22,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,23,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,24,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,25,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,26,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,27,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,28,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,29,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,30,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,31,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,32,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,33,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,34,0,NA
1999,1,37,A,SRS,2,1,1999-02-01,7,273,35,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,1,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,2,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,3,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,4,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,5,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,6,1,38.79
1999,1,37,B,SRS,2,1,1999-02-01,7,274,7,1,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,8,1,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,9,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,10,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,11,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,12,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,13,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,14,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,15,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,16,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,17,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,18,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,19,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,20,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,21,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,22,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,23,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,24,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,25,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,26,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,27,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,28,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,29,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,30,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,31,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,32,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,33,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,34,0,NA
1999,1,37,B,SRS,2,1,1999-02-01,7,274,35,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,1,1,20.99
1999,1,37,C,SRS,2,1,1999-02-01,7,275,2,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,3,1,24.81
1999,1,37,C,SRS,2,1,1999-02-01,7,275,4,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,5,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,6,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,7,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,8,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,9,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,10,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,11,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,12,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,13,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,14,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,15,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,16,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,17,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,18,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,19,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,20,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,21,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,22,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,23,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,24,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,25,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,26,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,27,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,28,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,29,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,30,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,31,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,32,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,33,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,34,0,NA
1999,1,37,C,SRS,2,1,1999-02-01,7,275,35,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,1,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,2,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,3,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,4,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,5,1,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,6,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,7,1,30.23
1999,1,8,A,SRS,2,1,1999-02-01,7,276,8,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,9,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,10,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,11,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,12,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,13,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,14,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,15,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,16,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,17,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,18,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,19,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,20,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,21,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,22,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,23,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,24,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,25,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,26,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,27,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,28,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,29,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,30,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,31,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,32,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,33,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,34,0,NA
1999,1,8,A,SRS,2,1,1999-02-01,7,276,35,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,1,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,2,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,3,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,4,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,5,1,32.12
1999,1,8,B,SRS,2,1,1999-02-01,7,277,6,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,7,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,8,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,9,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,10,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,11,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,12,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,13,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,14,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,15,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,16,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,17,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,18,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,19,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,20,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,21,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,22,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,23,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,24,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,25,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,26,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,27,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,28,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,29,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,30,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,31,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,32,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,33,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,34,0,NA
1999,1,8,B,SRS,2,1,1999-02-01,7,277,35,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,1,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,2,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,3,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,4,1,39.74
1999,1,8,C,SRS,2,1,1999-02-01,7,278,5,1,37.35
1999,1,8,C,SRS,2,1,1999-02-01,7,278,6,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,7,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,8,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,9,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,10,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,11,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,12,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,13,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,14,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,15,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,16,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,17,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,18,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,19,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,20,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,21,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,22,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,23,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,24,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,25,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,26,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,27,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,28,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,29,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,30,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,31,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,32,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,33,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,34,0,NA
1999,1,8,C,SRS,2,1,1999-02-01,7,278,35,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,1,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,2,1,17
1999,1,6,A,SRS,2,1,1999-02-01,7,279,3,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,4,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,5,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,6,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,7,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,8,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,9,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,10,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,11,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,12,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,13,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,14,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,15,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,16,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,17,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,18,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,19,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,20,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,21,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,22,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,23,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,24,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,25,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,26,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,27,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,28,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,29,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,30,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,31,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,32,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,33,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,34,0,NA
1999,1,6,A,SRS,2,1,1999-02-01,7,279,35,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,1,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,2,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,3,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,4,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,5,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,6,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,7,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,8,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,9,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,10,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,11,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,12,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,13,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,14,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,15,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,16,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,17,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,18,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,19,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,20,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,21,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,22,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,23,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,24,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,25,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,26,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,27,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,28,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,29,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,30,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,31,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,32,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,33,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,34,0,NA
1999,1,6,B,SRS,2,1,1999-02-01,7,280,35,0,NA
1999,1,6,C,SRS,2,1,1999-02-01,7,281,1,0,NA
1999,1,6,C,SRS,2,1,1999-02-01,7,281,2,1,30
1999,1,6,C,SRS,2,1,1999-02-01,7,281,3,1,25
1999,1,6,C,SRS,2,1,1999-02-01,7,281,4,0,NA
1999,1,6,C,SRS,2,1,1999-02-01,7,281,5,0,NA
1999,1,6,C,SRS,2,1,1999-02-01,7,281,6,0,NA
1999,1,6,C,SRS,2,1,1999-02-01,7,281,7,0,NA
1999,1,6,C,SRS,2,1,1999-02-01,7,281,8,0,NA
1999,1,6,C,SRS,2,1,1999-02-01,7,281,9,0,NA
1999,1,6,C,SRS,2,1,1999-02-01,7,281,10,0,NA
1999,1,6,C,SRS,2,1,1999-02-01,7,281,11,0,NA
1999,1,6,C,SRS,2,1,1999-02-01,7,281,12,0,NA
