Year,Period,Site,Plot,Throw,Region,Month,Species,Length_mm,Comments,Day
1996,1,8,A,7,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,B,2,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,B,3,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,B,1,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,B,6,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,B,5,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,B,4,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,B,7,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,C,2,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,C,3,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,C,1,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,C,6,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,C,5,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,C,4,SRS,2,NO_POMPAL,NA,NA,1
1996,1,8,C,7,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,A,2,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,A,3,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,A,1,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,A,6,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,A,5,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,A,4,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,A,7,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,B,2,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,B,3,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,B,1,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,B,6,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,B,5,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,B,4,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,B,7,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,C,2,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,C,3,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,C,1,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,C,6,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,C,5,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,C,4,SRS,2,NO_POMPAL,NA,NA,1
1996,1,6,C,7,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,A,2,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,A,3,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,A,1,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,A,6,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,A,5,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,A,4,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,A,7,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,B,2,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,B,3,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,B,1,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,B,6,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,B,5,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,B,4,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,B,7,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,C,2,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,C,3,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,C,1,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,C,6,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,C,5,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,C,4,SRS,2,NO_POMPAL,NA,NA,1
1996,1,23,C,7,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,A,2,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,A,3,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,A,1,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,A,6,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,A,5,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,A,4,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,A,7,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,B,2,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,B,3,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,B,1,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,B,6,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,B,5,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,B,4,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,B,7,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,C,2,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,C,3,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,C,1,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,C,6,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,C,5,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,C,4,SRS,2,NO_POMPAL,NA,NA,1
1996,1,50,C,7,SRS,2,NO_POMPAL,NA,NA,1
1996,2,7,A,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,A,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,A,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,A,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,A,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,A,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,A,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,B,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,B,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,B,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,B,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,B,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,B,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,B,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,C,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,C,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,C,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,C,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,C,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,C,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,7,C,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,A,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,A,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,A,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,A,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,A,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,A,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,A,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,B,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,B,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,B,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,B,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,B,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,B,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,B,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,C,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,C,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,C,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,C,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,C,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,37,C,4,SRS,4,POMPAL,25,"RELEASED, MEDIUM",1
1996,2,37,C,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,A,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,A,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,A,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,A,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,A,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,A,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,A,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,B,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,B,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,B,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,B,6,SRS,4,POMPAL,12,"RELEASED, SMALL",1
1996,2,8,B,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,B,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,B,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,C,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,C,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,C,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,C,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,C,5,SRS,4,POMPAL,40,"RELEASED, LARGE",1
1996,2,8,C,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,8,C,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,A,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,A,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,A,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,A,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,A,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,A,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,A,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,B,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,B,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,B,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,B,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,B,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,B,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,B,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,C,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,C,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,C,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,C,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,C,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,C,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,6,C,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,A,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,A,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,A,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,A,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,A,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,A,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,A,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,B,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,B,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,B,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,B,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,B,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,B,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,B,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,C,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,C,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,C,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,C,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,C,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,C,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,23,C,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,A,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,A,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,A,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,A,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,A,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,A,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,A,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,B,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,B,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,B,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,B,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,B,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,B,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,B,7,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,C,2,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,C,3,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,C,1,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,C,6,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,C,5,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,C,4,SRS,4,NO_POMPAL,NA,NA,1
1996,2,50,C,7,SRS,4,NO_POMPAL,NA,NA,1
1996,3,7,A,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,A,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,A,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,A,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,A,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,A,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,A,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,B,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,B,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,B,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,B,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,B,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,B,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,B,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,C,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,C,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,C,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,C,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,C,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,C,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,7,C,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,A,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,A,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,A,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,A,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,A,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,A,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,A,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,B,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,B,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,B,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,B,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,B,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,B,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,B,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,C,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,C,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,C,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,C,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,C,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,C,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,37,C,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,A,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,A,3,SRS,7,POMPAL,10.51,NA,1
1996,3,8,A,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,A,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,A,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,A,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,A,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,B,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,B,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,B,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,B,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,B,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,B,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,B,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,C,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,C,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,C,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,C,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,C,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,C,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,8,C,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,A,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,A,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,A,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,A,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,A,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,A,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,A,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,B,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,B,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,B,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,B,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,B,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,B,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,B,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,C,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,C,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,C,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,C,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,C,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,C,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,6,C,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,A,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,A,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,A,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,A,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,A,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,A,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,A,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,B,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,B,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,B,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,B,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,B,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,B,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,B,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,C,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,C,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,C,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,C,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,C,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,C,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,23,C,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,A,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,A,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,A,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,A,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,A,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,A,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,A,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,B,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,B,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,B,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,B,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,B,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,B,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,B,7,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,C,2,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,C,3,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,C,1,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,C,6,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,C,5,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,C,4,SRS,7,NO_POMPAL,NA,NA,1
1996,3,50,C,7,SRS,7,NO_POMPAL,NA,NA,1
1996,4,7,A,2,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,A,3,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,A,1,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,A,6,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,A,5,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,A,4,SRS,10,POMPAL,40,"RELEASED, LARGE",1
1996,4,7,A,7,SRS,10,POMPAL,NA,"RELEASED, NOSIZE",1
1996,4,7,A,7,SRS,10,POMPAL,12,"RELEASED, SMALL",1
1996,4,7,B,2,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,B,3,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,B,1,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,B,6,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,B,5,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,B,4,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,B,7,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,C,2,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,C,3,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,C,1,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,C,6,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,C,5,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,C,4,SRS,10,NO_POMPAL,NA,NA,1
1996,4,7,C,7,SRS,10,NO_POMPAL,NA,NA,1
1996,4,37,A,2,SRS,10,NO_POMPAL,NA,NA,1
1996,4,37,A,3,SRS,10,NO_POMPAL,NA,NA,1
1996,4,37,A,1,SRS,10,POMPAL,40,"RELEASED, LARGE",1
1996,4,37,A,6,SRS,10,NO_POMPAL,NA,NA,1
1996,4,37,A,5,SRS,10,NO_POMPAL,NA,NA,1
1996,4,37,A,4,SRS,10,POMPAL,25,"RELEASED, MEDIUM",1
1996,4,37,A,7,SRS,10,NO_POMPAL,NA,NA,1
